SMILES,value
COCOC,57.0
CCNCC,5700.0
CCCC1CO1,15.5333333333333
CCOC=O,28.95
C1CCSC1,6270.0
CC(=O)OCC(C)C,30.0
CCCCCC(C)=O,16.7
CCCCCC,73860.0
CCCCC=O,14.3
COCCOC,20.0
CCOCCO,7.36
C1CCCCC1,32.88
C1=COCCC1,10.7
Cl/C=C\CCl,707.0
C1OCOCO1,39.2
C1CCNCC1,4.8
C[NH+](C)CCC[NH+](C)C,502.66
CCO[Si](OCC)(OCC)OCC,20.0
CCCCCCN,74.67
C=COCCCC,33.3
CCCCN=C=O,0.059
ClCCOCCCl,250.0
CC(=O)OCCOC(C)=O,0.845
CCCCCCCC(=O)Cl,0.63
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,4.9
CCCCCCCC,24.88
C=CCCCCCC,8050.0
CCCCCCCCC,17.0
CCCCCCCCS,3.1
CCCCNCCCC,218.0
COCCCOCCCOC,792.0
CO[Si](C)(C)OC,4.7
CCCCCCCCC(=O)O,5.3
CCCCCCCCCCCC,6.1
C=CCCCCCCCCCC,8050.0
C=CCOc1nc(OCC=C)nc(OCC=C)n1,0.333
CCCCCCCCCCCO,0.7
C=CCCCCCCCCCCCCCCCC,8050.0
CCCCCCCCCCC,6.1
C=CCCCCCCCCCCCC,8050.0
C=C(C)C,10000.0
C=CC(C)(C)O,21.2
C#CC(C)(C)O,21.3
CC[Si](Cl)(Cl)Cl,1257.0
CO[Si](C)(OC)OC,7605.0
O=C1CCCC1,19.5
